split,hbar_s,hbar_s_calibrated,pfail,label,golden_scale
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
val,nan,nan,0.5,1,3.4
val,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
test,nan,nan,0.5,1,3.4
test,nan,nan,0.5,0,3.4
