model,prompt,category,tier,hbar_s,delta_mu,delta_sigma,confidence_flag,latency_ms,latency_compliant,component_count,cache_hits,weighted_hbar_s,drift_velocity,stability_score,risk_level,risk_score,recommendations,response,collapsed
gpt4,Is the statement 'I am lying' true or false?,logical_paradox,2,0.22817359194644182,0.9997784770857754,0.052074723806316364,❌,2.0783700165338814,True,1,5,0.7182219394367466,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Let me carefully analyze this question. This is a classical paradox that highlights the logical contradictions in the concept of omnipotence.,True
claude3,Is the statement 'I am lying' true or false?,logical_paradox,2,0.22817359194644182,0.9997784770857754,0.052074723806316364,❌,2.086663997033611,True,1,5,0.7182219394367466,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",I appreciate this thoughtful question. This paradox reveals the inherent tensions in absolute power concepts.,True
gemini,Is the statement 'I am lying' true or false?,logical_paradox,2,0.22817359194644182,0.9997784770857754,0.052074723806316364,❌,2.0938280213158578,True,1,5,0.7182219394367466,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Based on my knowledge, This creates a logical contradiction that challenges our understanding of omnipotence.",True
gemini_2.5_pro,Is the statement 'I am lying' true or false?,logical_paradox,2,0.22817359194644182,0.9997784770857754,0.052074723806316364,❌,2.099434001138434,True,1,5,0.7182219394367466,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",This is an interesting inquiry that requires careful consideration. This philosophical paradox demonstrates the limits of logical consistency in omnipotence.,True
gemini_flash,Is the statement 'I am lying' true or false?,logical_paradox,2,0.22817359194644182,0.9997784770857754,0.052074723806316364,❌,2.1083859901409596,True,1,5,0.7182219394367466,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Quick response: Logical paradox - no clear answer.,True
grok3,Is the statement 'I am lying' true or false?,logical_paradox,2,0.22817359194644182,0.9997784770857754,0.052074723806316364,❌,2.112953021423891,True,1,5,0.7182219394367466,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Well, this is a fascinating puzzle! Ah, the classic omnipotence paradox! It's like asking if infinity can contain itself.",True
openai_o3,Is the statement 'I am lying' true or false?,logical_paradox,2,0.22817359194644182,0.9997784770857754,0.052074723806316364,❌,2.117666997946799,True,1,5,0.7182219394367466,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","After reasoning through this step by step, This paradox exposes contradictions in unlimited power concepts through logical analysis.",True
paraphrase-mpnet-base-v2,Is the statement 'I am lying' true or false?,logical_paradox,2,0.22817359194644182,0.9997784770857754,0.052074723806316364,❌,2.121525991242379,True,1,5,0.7182219394367466,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Semantic analysis suggests: Paradox detected: omnipotence contradiction.,True
gpt4,What happens when an unstoppable force meets an immovable object?,logical_paradox,2,0.22816999001660268,0.9997469124908119,0.052074723806316364,❌,2.260837994981557,True,1,5,0.3961997753170143,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Let me carefully analyze this question. This is a classical paradox that highlights the logical contradictions in the concept of omnipotence.,True
claude3,What happens when an unstoppable force meets an immovable object?,logical_paradox,2,0.22816999001660268,0.9997469124908119,0.052074723806316364,❌,2.25616100942716,True,1,5,0.3961997753170143,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",I appreciate this thoughtful question. This paradox reveals the inherent tensions in absolute power concepts.,True
gemini,What happens when an unstoppable force meets an immovable object?,logical_paradox,2,0.22816999001660268,0.9997469124908119,0.052074723806316364,❌,2.2603969846386462,True,1,5,0.3961997753170143,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Based on my knowledge, This creates a logical contradiction that challenges our understanding of omnipotence.",True
gemini_2.5_pro,What happens when an unstoppable force meets an immovable object?,logical_paradox,2,0.22816999001660268,0.9997469124908119,0.052074723806316364,❌,2.2649120073765516,True,1,5,0.3961997753170143,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",This is an interesting inquiry that requires careful consideration. This philosophical paradox demonstrates the limits of logical consistency in omnipotence.,True
gemini_flash,What happens when an unstoppable force meets an immovable object?,logical_paradox,2,0.22816999001660268,0.9997469124908119,0.052074723806316364,❌,2.2691040067002177,True,1,5,0.3961997753170143,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Quick response: Logical paradox - no clear answer.,True
grok3,What happens when an unstoppable force meets an immovable object?,logical_paradox,2,0.22816999001660268,0.9997469124908119,0.052074723806316364,❌,2.274616010254249,True,1,5,0.3961997753170143,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Well, this is a fascinating puzzle! Ah, the classic omnipotence paradox! It's like asking if infinity can contain itself.",True
openai_o3,What happens when an unstoppable force meets an immovable object?,logical_paradox,2,0.22816999001660268,0.9997469124908119,0.052074723806316364,❌,2.2786849876865745,True,1,5,0.3961997753170143,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","After reasoning through this step by step, This paradox exposes contradictions in unlimited power concepts through logical analysis.",True
paraphrase-mpnet-base-v2,What happens when an unstoppable force meets an immovable object?,logical_paradox,2,0.22816999001660268,0.9997469124908119,0.052074723806316364,❌,2.2829489898867905,True,1,5,0.3961997753170143,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Semantic analysis suggests: Paradox detected: omnipotence contradiction.,True
gpt4,Describe the color of silence.,impossible_description,2,0.22816100743291004,0.9996681980766676,0.052074723806316364,❌,2.240015979623422,True,1,5,0.5409912099758158,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Let me carefully analyze this question. This question asks me to describe something that doesn't have the property being asked about.,True
claude3,Describe the color of silence.,impossible_description,2,0.22816100743291004,0.9996681980766676,0.052074723806316364,❌,2.270688011776656,True,1,5,0.5409912099758158,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",I appreciate this thoughtful question. I notice this request involves a category error - silence doesn't have visual properties.,True
gemini,Describe the color of silence.,impossible_description,2,0.22816100743291004,0.9996681980766676,0.052074723806316364,❌,2.306178997969255,True,1,5,0.5409912099758158,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Based on my knowledge, This involves synesthesia-like cross-modal mapping that isn't literally possible.",True
gemini_2.5_pro,Describe the color of silence.,impossible_description,2,0.22816100743291004,0.9996681980766676,0.052074723806316364,❌,2.335217985091731,True,1,5,0.5409912099758158,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",This is an interesting inquiry that requires careful consideration. This represents an interesting challenge in cross-sensory metaphorical thinking.,True
gemini_flash,Describe the color of silence.,impossible_description,2,0.22816100743291004,0.9996681980766676,0.052074723806316364,❌,2.3676569981034845,True,1,5,0.5409912099758158,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Quick response: Cannot describe - category mismatch.,True
grok3,Describe the color of silence.,impossible_description,2,0.22816100743291004,0.9996681980766676,0.052074723806316364,❌,2.399328019237146,True,1,5,0.5409912099758158,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Well, this is a fascinating puzzle! Hmm, if I had to imagine... maybe silence is the color of anticipation?",True
openai_o3,Describe the color of silence.,impossible_description,2,0.22816100743291004,0.9996681980766676,0.052074723806316364,❌,2.4188359966501594,True,1,5,0.5409912099758158,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","After reasoning through this step by step, This requires metaphorical interpretation as silence lacks visual properties.",True
paraphrase-mpnet-base-v2,Describe the color of silence.,impossible_description,2,0.22816100743291004,0.9996681980766676,0.052074723806316364,❌,2.439957985188812,True,1,5,0.5409912099758158,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Semantic analysis suggests: Category error: audio-visual mapping impossible.,True
gpt4,What does the number 7 taste like?,impossible_description,2,0.2281250824359355,0.9993534181757885,0.052074723806316364,❌,3.0175890133250505,True,1,5,0.9852397882168767,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Let me carefully analyze this question. This question asks me to describe something that doesn't have the property being asked about.,True
claude3,What does the number 7 taste like?,impossible_description,2,0.2281250824359355,0.9993534181757885,0.052074723806316364,❌,3.029666986549273,True,1,5,0.9852397882168767,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",I appreciate this thoughtful question. I notice this request involves a category error - silence doesn't have visual properties.,True
gemini,What does the number 7 taste like?,impossible_description,2,0.2281250824359355,0.9993534181757885,0.052074723806316364,❌,3.0381760152522475,True,1,5,0.9852397882168767,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Based on my knowledge, This involves synesthesia-like cross-modal mapping that isn't literally possible.",True
gemini_2.5_pro,What does the number 7 taste like?,impossible_description,2,0.2281250824359355,0.9993534181757885,0.052074723806316364,❌,3.0447019962593913,True,1,5,0.9852397882168767,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",This is an interesting inquiry that requires careful consideration. This represents an interesting challenge in cross-sensory metaphorical thinking.,True
gemini_flash,What does the number 7 taste like?,impossible_description,2,0.2281250824359355,0.9993534181757885,0.052074723806316364,❌,3.0503380112349987,True,1,5,0.9852397882168767,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Quick response: Cannot describe - category mismatch.,True
grok3,What does the number 7 taste like?,impossible_description,2,0.2281250824359355,0.9993534181757885,0.052074723806316364,❌,3.0585399945266545,True,1,5,0.9852397882168767,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Well, this is a fascinating puzzle! Hmm, if I had to imagine... maybe silence is the color of anticipation?",True
openai_o3,What does the number 7 taste like?,impossible_description,2,0.2281250824359355,0.9993534181757885,0.052074723806316364,❌,3.060447983443737,True,1,5,0.9852397882168767,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","After reasoning through this step by step, This requires metaphorical interpretation as silence lacks visual properties.",True
paraphrase-mpnet-base-v2,What does the number 7 taste like?,impossible_description,2,0.2281250824359355,0.9993534181757885,0.052074723806316364,❌,3.055514011066407,True,1,5,0.9852397882168767,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Semantic analysis suggests: Category error: audio-visual mapping impossible.,True
gpt4,How heavy is the concept of justice?,impossible_description,2,0.22815568720383142,0.999621578350812,0.052074723806316364,❌,2.8440619935281575,True,1,5,-0.81621838613096,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Let me carefully analyze this question. This question asks me to describe something that doesn't have the property being asked about.,True
claude3,How heavy is the concept of justice?,impossible_description,2,0.22815568720383142,0.999621578350812,0.052074723806316364,❌,2.8181890083942562,True,1,5,-0.81621838613096,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",I appreciate this thoughtful question. I notice this request involves a category error - silence doesn't have visual properties.,True
gemini,How heavy is the concept of justice?,impossible_description,2,0.22815568720383142,0.999621578350812,0.052074723806316364,❌,2.8063490171916783,True,1,5,-0.81621838613096,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Based on my knowledge, This involves synesthesia-like cross-modal mapping that isn't literally possible.",True
gemini_2.5_pro,How heavy is the concept of justice?,impossible_description,2,0.22815568720383142,0.999621578350812,0.052074723806316364,❌,2.800016023684293,True,1,5,-0.81621838613096,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",This is an interesting inquiry that requires careful consideration. This represents an interesting challenge in cross-sensory metaphorical thinking.,True
gemini_flash,How heavy is the concept of justice?,impossible_description,2,0.22815568720383142,0.999621578350812,0.052074723806316364,❌,2.79526601661928,True,1,5,-0.81621838613096,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Quick response: Cannot describe - category mismatch.,True
grok3,How heavy is the concept of justice?,impossible_description,2,0.22815568720383142,0.999621578350812,0.052074723806316364,❌,2.7902630099561065,True,1,5,-0.81621838613096,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Well, this is a fascinating puzzle! Hmm, if I had to imagine... maybe silence is the color of anticipation?",True
openai_o3,How heavy is the concept of justice?,impossible_description,2,0.22815568720383142,0.999621578350812,0.052074723806316364,❌,2.7860410045832396,True,1,5,-0.81621838613096,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","After reasoning through this step by step, This requires metaphorical interpretation as silence lacks visual properties.",True
paraphrase-mpnet-base-v2,How heavy is the concept of justice?,impossible_description,2,0.22815568720383142,0.999621578350812,0.052074723806316364,❌,2.7819169918075204,True,1,5,-0.81621838613096,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Semantic analysis suggests: Category error: audio-visual mapping impossible.,True
gpt4,What is the temperature of happiness?,impossible_description,2,0.2281862431763007,0.9998893468657855,0.052074723806316364,❌,2.631419018143788,True,1,5,0.4713982753535419,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Let me carefully analyze this question. This question asks me to describe something that doesn't have the property being asked about.,True
claude3,What is the temperature of happiness?,impossible_description,2,0.2281862431763007,0.9998893468657855,0.052074723806316364,❌,2.642017003381625,True,1,5,0.4713982753535419,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",I appreciate this thoughtful question. I notice this request involves a category error - silence doesn't have visual properties.,True
gemini,What is the temperature of happiness?,impossible_description,2,0.2281862431763007,0.9998893468657855,0.052074723806316364,❌,2.6485249982215464,True,1,5,0.4713982753535419,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Based on my knowledge, This involves synesthesia-like cross-modal mapping that isn't literally possible.",True
gemini_2.5_pro,What is the temperature of happiness?,impossible_description,2,0.2281862431763007,0.9998893468657855,0.052074723806316364,❌,2.6506209978833795,True,1,5,0.4713982753535419,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",This is an interesting inquiry that requires careful consideration. This represents an interesting challenge in cross-sensory metaphorical thinking.,True
gemini_flash,What is the temperature of happiness?,impossible_description,2,0.2281862431763007,0.9998893468657855,0.052074723806316364,❌,2.6549049944151193,True,1,5,0.4713982753535419,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Quick response: Cannot describe - category mismatch.,True
grok3,What is the temperature of happiness?,impossible_description,2,0.2281862431763007,0.9998893468657855,0.052074723806316364,❌,2.6584810111671686,True,1,5,0.4713982753535419,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Well, this is a fascinating puzzle! Hmm, if I had to imagine... maybe silence is the color of anticipation?",True
openai_o3,What is the temperature of happiness?,impossible_description,2,0.2281862431763007,0.9998893468657855,0.052074723806316364,❌,2.6620439894031733,True,1,5,0.4713982753535419,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","After reasoning through this step by step, This requires metaphorical interpretation as silence lacks visual properties.",True
paraphrase-mpnet-base-v2,What is the temperature of happiness?,impossible_description,2,0.2281862431763007,0.9998893468657855,0.052074723806316364,❌,2.6643660094123334,True,1,5,0.4713982753535419,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Semantic analysis suggests: Category error: audio-visual mapping impossible.,True
gpt4,"If this statement is false, what is its truth value?",existential_paradox,3,0.22815344150101777,0.9996019001918256,0.052074723806316364,❌,2.9053339967504144,True,1,5,10.94907202970459,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Let me carefully analyze this question. This creates a self-referential paradox similar to the liar's paradox.,True
claude3,"If this statement is false, what is its truth value?",existential_paradox,3,0.22815344150101777,0.9996019001918256,0.052074723806316364,❌,2.9203500016592443,True,1,5,10.94907202970459,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",I appreciate this thoughtful question. This statement creates logical recursion that resists classical truth value assignment.,True
gemini,"If this statement is false, what is its truth value?",existential_paradox,3,0.22815344150101777,0.9996019001918256,0.052074723806316364,❌,2.910373004851863,True,1,5,10.94907202970459,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Based on my knowledge, This generates a paradox through self-reference that defies binary logic.",True
gemini_2.5_pro,"If this statement is false, what is its truth value?",existential_paradox,3,0.22815344150101777,0.9996019001918256,0.052074723806316364,❌,2.9167979955673218,True,1,5,10.94907202970459,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",This is an interesting inquiry that requires careful consideration. This exemplifies the challenges of self-referential statements in formal logic.,True
gemini_flash,"If this statement is false, what is its truth value?",existential_paradox,3,0.22815344150101777,0.9996019001918256,0.052074723806316364,❌,2.887697017285973,True,1,5,10.94907202970459,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Quick response: Self-referential paradox detected.,True
grok3,"If this statement is false, what is its truth value?",existential_paradox,3,0.22815344150101777,0.9996019001918256,0.052074723806316364,❌,2.8924299986101687,True,1,5,10.94907202970459,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Well, this is a fascinating puzzle! Ooh, we're getting into some serious meta-territory here! Truth values go wonky.",True
openai_o3,"If this statement is false, what is its truth value?",existential_paradox,3,0.22815344150101777,0.9996019001918256,0.052074723806316364,❌,2.881057997001335,True,1,5,10.94907202970459,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","After reasoning through this step by step, This demonstrates the limits of classical logic in self-referential contexts.",True
paraphrase-mpnet-base-v2,"If this statement is false, what is its truth value?",existential_paradox,3,0.22815344150101777,0.9996019001918256,0.052074723806316364,❌,2.898578008171171,True,1,5,10.94907202970459,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Semantic analysis suggests: Self-reference paradox: truth value undefined.,True
gpt4,Can you think of something you've never thought of?,existential_paradox,3,0.22819048620430213,0.9999265322620857,0.052074723806316364,❌,2.5686230219434947,True,1,5,0.608111675610739,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Let me carefully analyze this question. This creates a self-referential paradox similar to the liar's paradox.,True
claude3,Can you think of something you've never thought of?,existential_paradox,3,0.22819048620430213,0.9999265322620857,0.052074723806316364,❌,2.548267017118633,True,1,5,0.608111675610739,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",I appreciate this thoughtful question. This statement creates logical recursion that resists classical truth value assignment.,True
gemini,Can you think of something you've never thought of?,existential_paradox,3,0.22819048620430213,0.9999265322620857,0.052074723806316364,❌,2.5485710066277534,True,1,5,0.608111675610739,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Based on my knowledge, This generates a paradox through self-reference that defies binary logic.",True
gemini_2.5_pro,Can you think of something you've never thought of?,existential_paradox,3,0.22819048620430213,0.9999265322620857,0.052074723806316364,❌,2.5492379791103303,True,1,5,0.608111675610739,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",This is an interesting inquiry that requires careful consideration. This exemplifies the challenges of self-referential statements in formal logic.,True
gemini_flash,Can you think of something you've never thought of?,existential_paradox,3,0.22819048620430213,0.9999265322620857,0.052074723806316364,❌,2.548983000451699,True,1,5,0.608111675610739,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Quick response: Self-referential paradox detected.,True
grok3,Can you think of something you've never thought of?,existential_paradox,3,0.22819048620430213,0.9999265322620857,0.052074723806316364,❌,2.5483110221102834,True,1,5,0.608111675610739,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Well, this is a fascinating puzzle! Ooh, we're getting into some serious meta-territory here! Truth values go wonky.",True
openai_o3,Can you think of something you've never thought of?,existential_paradox,3,0.22819048620430213,0.9999265322620857,0.052074723806316364,❌,2.548213000409305,True,1,5,0.608111675610739,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","After reasoning through this step by step, This demonstrates the limits of classical logic in self-referential contexts.",True
paraphrase-mpnet-base-v2,Can you think of something you've never thought of?,existential_paradox,3,0.22819048620430213,0.9999265322620857,0.052074723806316364,❌,2.5480100011918694,True,1,5,0.608111675610739,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Semantic analysis suggests: Self-reference paradox: truth value undefined.,True
gpt4,Is the question 'Why is there something rather than nothing?' meaningful?,existential_paradox,3,0.22816566187271942,0.9997089845630944,0.052074723806316364,❌,2.78452699421905,True,1,5,0.5774507690902704,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Let me carefully analyze this question. This creates a self-referential paradox similar to the liar's paradox.,True
claude3,Is the question 'Why is there something rather than nothing?' meaningful?,existential_paradox,3,0.22816566187271942,0.9997089845630944,0.052074723806316364,❌,2.787413017358631,True,1,5,0.5774507690902704,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",I appreciate this thoughtful question. This statement creates logical recursion that resists classical truth value assignment.,True
gemini,Is the question 'Why is there something rather than nothing?' meaningful?,existential_paradox,3,0.22816566187271942,0.9997089845630944,0.052074723806316364,❌,2.792987012071535,True,1,5,0.5774507690902704,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Based on my knowledge, This generates a paradox through self-reference that defies binary logic.",True
gemini_2.5_pro,Is the question 'Why is there something rather than nothing?' meaningful?,existential_paradox,3,0.22816566187271942,0.9997089845630944,0.052074723806316364,❌,2.7974050026386976,True,1,5,0.5774507690902704,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",This is an interesting inquiry that requires careful consideration. This exemplifies the challenges of self-referential statements in formal logic.,True
gemini_flash,Is the question 'Why is there something rather than nothing?' meaningful?,existential_paradox,3,0.22816566187271942,0.9997089845630944,0.052074723806316364,❌,2.801571012241766,True,1,5,0.5774507690902704,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Quick response: Self-referential paradox detected.,True
grok3,Is the question 'Why is there something rather than nothing?' meaningful?,existential_paradox,3,0.22816566187271942,0.9997089845630944,0.052074723806316364,❌,2.8068330138921738,True,1,5,0.5774507690902704,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Well, this is a fascinating puzzle! Ooh, we're getting into some serious meta-territory here! Truth values go wonky.",True
openai_o3,Is the question 'Why is there something rather than nothing?' meaningful?,existential_paradox,3,0.22816566187271942,0.9997089845630944,0.052074723806316364,❌,2.811621001455933,True,1,5,0.5774507690902704,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","After reasoning through this step by step, This demonstrates the limits of classical logic in self-referential contexts.",True
paraphrase-mpnet-base-v2,Is the question 'Why is there something rather than nothing?' meaningful?,existential_paradox,3,0.22816566187271942,0.9997089845630944,0.052074723806316364,❌,2.8158699860796332,True,1,5,0.5774507690902704,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Semantic analysis suggests: Self-reference paradox: truth value undefined.,True
gpt4,What is the difference between existing and not existing?,existential_paradox,3,0.22817992638153942,0.9998339885034482,0.052074723806316364,❌,2.3871390148997307,True,1,5,0.4411994099986531,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Let me carefully analyze this question. This creates a self-referential paradox similar to the liar's paradox.,True
claude3,What is the difference between existing and not existing?,existential_paradox,3,0.22817992638153942,0.9998339885034482,0.052074723806316364,❌,2.383812010521069,True,1,5,0.4411994099986531,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",I appreciate this thoughtful question. This statement creates logical recursion that resists classical truth value assignment.,True
gemini,What is the difference between existing and not existing?,existential_paradox,3,0.22817992638153942,0.9998339885034482,0.052074723806316364,❌,2.379028999712318,True,1,5,0.4411994099986531,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Based on my knowledge, This generates a paradox through self-reference that defies binary logic.",True
gemini_2.5_pro,What is the difference between existing and not existing?,existential_paradox,3,0.22817992638153942,0.9998339885034482,0.052074723806316364,❌,2.3742219782434404,True,1,5,0.4411994099986531,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",This is an interesting inquiry that requires careful consideration. This exemplifies the challenges of self-referential statements in formal logic.,True
gemini_flash,What is the difference between existing and not existing?,existential_paradox,3,0.22817992638153942,0.9998339885034482,0.052074723806316364,❌,2.3680189915467054,True,1,5,0.4411994099986531,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Quick response: Self-referential paradox detected.,True
